Date,open,high,low,close,bull,bull_on,confirm_23,bx,pos_to_neg
2023-09-03,25869.47265625,26087.1484375,25817.03125,25969.56640625,False,False,False,9.128446225457925,False
2023-09-04,25968.169921875,26081.525390625,25657.025390625,25812.416015625,False,False,False,7.705657223528375,False
2023-09-05,25814.95703125,25858.375,25589.98828125,25779.982421875,False,False,False,7.543496830508945,False
2023-09-06,25783.931640625,25953.015625,25404.359375,25753.236328125,False,False,False,8.733164892094193,False
2023-09-07,25748.3125,26409.302734375,25608.201171875,26240.1953125,False,False,False,16.375648139458868,False
2023-09-08,26245.208984375,26414.005859375,25677.48046875,25905.654296875,False,False,False,21.095487484820982,False
2023-09-09,25905.42578125,25921.9765625,25810.494140625,25895.677734375,False,False,False,24.494460534970713,False
2023-09-10,25895.2109375,25978.130859375,25640.26171875,25832.2265625,False,False,False,26.809696867550244,False
2023-09-11,25831.71484375,25883.947265625,24930.296875,25162.654296875,False,False,False,12.54751888712649,False
2023-09-12,25160.658203125,26451.939453125,25133.078125,25833.34375,False,False,False,11.908542913924434,False
2023-09-13,25837.5546875,26376.11328125,25781.123046875,26228.32421875,False,False,False,18.46151970980638,False
2023-09-14,26228.27734375,26774.623046875,26171.451171875,26539.673828125,False,False,False,25.85245304871936,False
2023-09-15,26533.818359375,26840.498046875,26240.701171875,26608.693359375,False,False,False,31.44643184392454,False
2023-09-16,26606.19921875,26754.76953125,26473.890625,26568.28125,True,True,False,35.08101431348727,False
2023-09-17,26567.927734375,26617.998046875,26445.07421875,26534.1875,True,False,False,37.2748506747507,False
2023-09-18,26532.994140625,27414.734375,26415.515625,26754.28125,True,False,True,39.19122587337087,False
2023-09-19,26760.8515625,27488.763671875,26681.60546875,27211.1171875,True,False,False,41.45709397996978,False
2023-09-20,27210.228515625,27379.505859375,26864.08203125,27132.0078125,True,False,False,42.99093273493345,False
2023-09-21,27129.83984375,27152.939453125,26389.30078125,26567.6328125,True,False,False,32.452069513598545,False
2023-09-22,26564.056640625,26726.078125,26495.533203125,26579.568359375,True,False,False,21.289013437350395,False
2023-09-23,26578.556640625,26634.185546875,26520.51953125,26579.390625,True,False,False,11.980968122719057,False
2023-09-24,26579.373046875,26716.05859375,26221.05078125,26256.826171875,True,False,False,0.6137002369879889,False
2023-09-25,26253.775390625,26421.5078125,26011.46875,26298.48046875,True,False,False,-7.885104712961098,True
2023-09-26,26294.7578125,26389.884765625,26090.712890625,26217.25,True,False,False,-14.514454584905819,False
2023-09-27,26209.498046875,26817.841796875,26111.46484375,26352.716796875,True,False,False,-17.610390530413206,False
2023-09-28,26355.8125,27259.5,26327.322265625,27021.546875,True,False,False,-5.1125265317920565,False
2023-09-29,27024.841796875,27225.9375,26721.763671875,26911.720703125,True,False,False,4.849658990139915,False
2023-09-30,26911.689453125,27091.794921875,26888.96875,26967.916015625,True,False,False,12.226920989104933,False
2023-10-01,26967.396484375,28047.23828125,26965.09375,27983.75,True,False,False,23.126660376967838,False
2023-10-02,27976.798828125,28494.458984375,27347.787109375,27530.78515625,True,False,False,29.189341234247017,False
2023-10-03,27508.251953125,27667.19140625,27216.001953125,27429.978515625,True,False,False,30.34923905127766,False
2023-10-04,27429.07421875,27826.658203125,27248.10546875,27799.39453125,True,False,False,32.403289870096835,False
2023-10-05,27798.646484375,28091.861328125,27375.6015625,27415.912109375,True,False,False,25.463131625007446,False
2023-10-06,27412.123046875,28252.537109375,27215.552734375,27946.59765625,True,False,False,24.855668615594908,False
2023-10-07,27946.78125,28028.091796875,27870.423828125,27968.83984375,True,False,False,25.681521795589205,False
2023-10-08,27971.677734375,28102.169921875,27740.662109375,27935.08984375,True,False,False,24.7966980268249,False
2023-10-09,27934.47265625,27989.470703125,27302.5625,27583.677734375,True,False,False,12.096259532529395,False
2023-10-10,27589.201171875,27715.84765625,27301.654296875,27391.01953125,True,False,False,-2.3105615163500843,True
2023-10-11,27392.076171875,27474.115234375,26561.099609375,26873.3203125,True,False,False,-16.26132020644803,False
2023-10-12,26873.29296875,26921.439453125,26558.3203125,26756.798828125,True,False,False,-25.974868943271176,False
2023-10-13,26752.87890625,27092.697265625,26686.322265625,26862.375,True,False,False,-31.77381439556975,False
2023-10-14,26866.203125,26969.0,26814.5859375,26861.70703125,True,False,False,-35.197687001891495,False
2023-10-15,26858.01171875,27289.169921875,26817.89453125,27159.65234375,True,False,False,-31.43567041599491,False
2023-10-16,27162.62890625,29448.138671875,27130.47265625,28519.466796875,True,False,False,-9.527798641602148,False
2023-10-17,28522.09765625,28618.751953125,28110.185546875,28415.748046875,True,False,False,6.080212343906601,False
2023-10-18,28413.53125,28889.009765625,28174.251953125,28328.341796875,True,False,False,15.47775283065555,False
2023-10-19,28332.416015625,28892.474609375,28177.98828125,28719.806640625,True,False,False,22.513312919888428,False
2023-10-20,28732.8125,30104.0859375,28601.669921875,29682.94921875,True,False,False,29.614027561584006,False
2023-10-21,29683.380859375,30287.482421875,29481.751953125,29918.412109375,True,False,False,34.71796049158253,False
2023-10-22,29918.654296875,30199.43359375,29720.3125,29993.896484375,True,False,False,37.93277467358774,False
2023-10-23,30140.685546875,34370.4375,30097.828125,33086.234375,True,False,False,41.977711067163355,False
2023-10-24,33077.3046875,35150.43359375,32880.76171875,33901.52734375,True,False,False,44.69262668211787,False
2023-10-25,33916.04296875,35133.7578125,33709.109375,34502.8203125,True,False,False,46.35527801647379,False
2023-10-26,34504.2890625,34832.91015625,33762.32421875,34156.6484375,True,False,False,47.235644197755306,False
2023-10-27,34156.5,34238.2109375,33416.88671875,33909.80078125,True,False,False,43.466837175237266,False
2023-10-28,33907.72265625,34399.390625,33874.8046875,34089.57421875,True,False,False,37.00613655689118,False
2023-10-29,34089.37109375,34743.26171875,33947.56640625,34538.48046875,True,False,False,31.540648999963636,False
2023-10-30,34531.7421875,34843.93359375,34110.97265625,34502.36328125,True,False,False,23.41697239030453,False
2023-10-31,34500.078125,34719.25390625,34083.30859375,34667.78125,True,False,False,14.659526149390498,False
2023-11-01,34657.2734375,35527.9296875,34170.69140625,35437.25390625,True,False,False,11.168551198819538,False
2023-11-02,35441.578125,35919.84375,34401.57421875,34938.2421875,True,False,False,2.4292955206996902,False
2023-11-03,34942.47265625,34942.47265625,34133.44140625,34732.32421875,True,False,False,-8.06158069786279,True
2023-11-04,34736.32421875,35256.03125,34616.69140625,35082.1953125,True,False,False,-15.798823875905782,False
2023-11-05,35090.01171875,35340.33984375,34594.2421875,35049.35546875,True,False,False,-22.160648529434226,False
2023-11-06,35044.7890625,35286.02734375,34765.36328125,35037.37109375,True,False,False,-27.426945208372658,False
2023-11-07,35047.79296875,35892.41796875,34545.81640625,35443.5625,True,False,False,-30.69036374786441,False
2023-11-08,35419.4765625,35994.41796875,35147.80078125,35655.27734375,True,False,False,-32.77269779778712,False
2023-11-09,35633.6328125,37926.2578125,35592.1015625,36693.125,True,False,False,-21.995381168710242,False
2023-11-10,36702.25,37493.80078125,36362.75390625,37313.96875,True,False,False,-8.036519100764353,False
2023-11-11,37310.0703125,37407.09375,36773.66796875,37138.05078125,True,False,False,-0.56011271362489,False
2023-11-12,37133.9921875,37227.69140625,36779.1171875,37054.51953125,True,False,False,-0.868486671050285,False
2023-11-13,37070.3046875,37405.1171875,36399.60546875,36502.35546875,True,False,False,-9.764726029235105,False
2023-11-14,36491.7890625,36753.3515625,34948.5,35537.640625,True,False,False,-21.183434064230852,False
2023-11-15,35548.11328125,37964.89453125,35383.78125,37880.58203125,True,False,False,-16.48858080455817,False
2023-11-16,37879.98046875,37934.625,35545.47265625,36154.76953125,True,False,False,-19.284990643051056,False
2023-11-17,36164.82421875,36704.484375,35901.234375,36596.68359375,True,False,False,-22.285268983477053,False
2023-11-18,36625.37109375,36839.28125,36233.3125,36585.703125,True,False,False,-25.23792659079924,False
2023-11-19,36585.765625,37509.35546875,36414.59765625,37386.546875,True,False,False,-22.327837821875203,False
2023-11-20,37374.07421875,37756.8203125,36882.53125,37476.95703125,True,False,False,-18.770474949072373,False
2023-11-21,37469.16015625,37631.140625,35813.8125,35813.8125,True,False,False,-24.257121677459352,False
2023-11-22,35756.5546875,37856.98046875,35670.97265625,37432.33984375,True,False,False,-21.795029631245,False
2023-11-23,37420.43359375,37643.91796875,36923.86328125,37289.62109375,True,False,False,-20.11334916668344,False
2023-11-24,37296.31640625,38415.33984375,37261.60546875,37720.28125,True,False,False,-15.089568302669871,False
2023-11-25,37721.4140625,37892.4296875,37617.41796875,37796.79296875,True,False,False,-10.61283907667166,False
2023-11-26,37796.828125,37820.30078125,37162.75,37479.12109375,True,False,False,-11.820456855680046,False
2023-11-27,37454.19140625,37559.35546875,36750.12890625,37254.16796875,True,False,False,-16.790648043337413,False
2023-11-28,37247.9921875,38368.48046875,36891.08984375,37831.0859375,True,False,False,-16.827882986219482,False
2023-11-29,37826.10546875,38366.11328125,37612.6328125,37858.4921875,True,False,False,-16.748312765316143,False
2023-11-30,37861.1171875,38141.75390625,37531.140625,37712.74609375,True,False,False,-19.38435469931617,False
2023-12-01,37718.0078125,38954.109375,37629.359375,38688.75,True,False,False,-7.398313730894316,False
2023-12-02,38689.27734375,39678.9375,38652.59375,39476.33203125,True,False,False,7.956001227327604,False
2023-12-03,39472.20703125,40135.60546875,39298.1640625,39978.390625,True,False,False,19.912296481526724,False
2023-12-04,39978.62890625,42371.75,39978.62890625,41980.09765625,True,False,False,30.330571648581277,False
2023-12-05,41986.265625,44408.6640625,41421.1484375,44080.6484375,True,False,False,37.641547631806816,False
2023-12-06,44080.0234375,44265.76953125,43478.08203125,43746.4453125,True,False,False,41.7542148008713,False
2023-12-07,43769.1328125,44042.58984375,42880.6484375,43292.6640625,True,False,False,43.05915568684307,False
2023-12-08,43293.13671875,44705.515625,43125.296875,44166.6015625,True,False,False,43.942518917149606,False
2023-12-09,44180.01953125,44361.2578125,43627.59765625,43725.984375,True,False,False,38.09899439040815,False
2023-12-10,43728.3828125,44034.625,43593.28515625,43779.69921875,True,False,False,28.497452937364336,False
2023-12-11,43792.01953125,43808.375,40234.578125,41243.83203125,True,False,False,6.94692676029366,False
2023-12-12,41238.734375,42048.3046875,40667.5625,41450.22265625,True,False,False,-8.689022264863564,True
2023-12-13,41468.46484375,43429.78125,40676.8671875,42890.7421875,True,False,False,-16.55736462696018,False
2023-12-14,42884.26171875,43390.859375,41767.08984375,43023.97265625,True,False,False,-20.71521213188846,False
2023-12-15,43028.25,43087.82421875,41692.96875,41929.7578125,True,False,False,-25.979598473681584,False
2023-12-16,41937.7421875,42664.9453125,41723.11328125,42240.1171875,True,False,False,-29.87643841017186,False
2023-12-17,42236.109375,42359.49609375,41274.54296875,41364.6640625,True,False,False,-33.96953137212226,False
2023-12-18,41348.203125,42720.296875,40530.2578125,42623.5390625,True,False,False,-33.03061152713326,False
2023-12-19,42641.51171875,43354.296875,41826.3359375,42270.52734375,True,False,False,-33.1722272613722,False
2023-12-20,42261.30078125,44275.5859375,42223.81640625,43652.25,True,False,False,-22.300770668779577,False
2023-12-21,43648.125,44240.66796875,43330.05078125,43869.15234375,True,False,False,-11.262267408909672,False
2023-12-22,43868.98828125,44367.95703125,43441.96875,43997.90234375,True,False,False,-2.8620733177956126,False
2023-12-23,44012.19921875,44015.69921875,43351.35546875,43739.54296875,True,False,False,-0.10305708513940459,False
2023-12-24,43728.3671875,43945.5234375,42786.91796875,43016.1171875,True,False,False,-6.06329281407309,False
2023-12-25,43010.57421875,43765.09375,42765.76953125,43613.140625,True,False,False,-9.882528906687034,False
2023-12-26,43599.84765625,43603.17578125,41676.48828125,42520.40234375,True,False,False,-18.21930136128996,False
2023-12-27,42518.46875,43683.16015625,42167.58203125,43442.85546875,True,False,False,-21.732425842439575,False
2023-12-28,43468.19921875,43804.78125,42318.55078125,42627.85546875,True,False,False,-26.79953456903982,False
2023-12-29,42614.64453125,43124.32421875,41424.0625,42099.40234375,True,False,False,-32.04810814807446,False
2023-12-30,42091.75390625,42584.125,41556.2265625,42156.90234375,True,False,False,-35.79666111775148,False
2023-12-31,42152.09765625,42860.9375,41998.25390625,42265.1875,True,False,False,-38.1370464021479,False
2024-01-01,42280.234375,44175.4375,42214.9765625,44167.33203125,True,False,False,-20.971693906540427,False
2024-01-02,44187.140625,45899.70703125,44176.94921875,44957.96875,True,False,False,-3.1677793974210733,False
2024-01-03,44961.6015625,45503.2421875,40813.53515625,42848.17578125,True,False,False,-1.210141047535875,False
2024-01-04,42855.81640625,44770.0234375,42675.17578125,44179.921875,True,False,False,2.6915544363923245,False
2024-01-05,44192.98046875,44353.28515625,42784.71875,44162.69140625,True,False,False,5.903486151612868,False
2024-01-06,44178.953125,44227.6328125,43475.15625,43989.1953125,True,False,False,6.401347329237023,False
2024-01-07,43998.46484375,44495.5703125,43662.23046875,43943.09765625,True,False,False,4.554205027060567,False
2024-01-08,43948.70703125,47218.0,43244.08203125,46970.50390625,True,False,False,16.507635727823175,False
